# Raw simulation data
#   No filters applied
#   Data scaled to the range from 0 to 1 for the envelope
Time;Sensor 1;Sensor 2;Sensor 3;Sensor 4;Sensor 5;Sensor 6;Sensor 7;Sensor 8
15.3;0.97834;0.9734;0.99136;0.96556;1.3868;0.84456;0.97486;0.87205
15.35;0.97274;0.96995;0.99225;0.96668;1.4204;0.83024;0.97258;0.87604
15.4;0.96786;0.96568;0.99302;0.96677;1.4126;0.81308;0.96441;0.88289
15.45;0.97807;0.96194;0.99288;0.96627;1.3643;0.90275;0.95684;0.88377
15.5;0.99201;0.95915;0.99202;0.96571;1.1285;1.1646;0.96467;0.88264
15.55;0.99772;0.95819;0.99114;0.96572;1.1171;1.1936;0.98868;0.88743
15.6;1.002;0.96024;0.99066;0.96653;1.2361;1.0677;1.0008;0.89951
15.65;1.0065;0.96312;0.99068;0.96798;1.2919;1.0344;1.0147;0.90962
15.7;1.0085;0.96524;0.99108;0.96976;1.3061;1.0149;1.0293;0.91337
15.75;1.0059;0.96578;0.99154;0.97147;1.275;0.97693;1.0525;0.91081
15.8;0.99856;0.9649;0.99178;0.97282;1.238;0.97505;1.0733;0.89842
15.85;0.98629;0.96406;0.99172;0.97369;1.1143;1.0579;1.0749;0.88884
15.9;0.97271;0.96441;0.99148;0.97425;1.0251;1.0597;1.0528;0.88078
15.95;0.95941;0.96722;0.99132;0.97478;1.0573;0.95108;1.0325;0.8743
16;0.94777;0.9722;0.99149;0.97541;1.225;0.90862;1.015;0.87482
16.05;0.94022;0.9769;0.99203;0.97608;1.2743;0.96538;0.99084;0.87947
16.1;0.93962;0.98022;0.99286;0.97658;1.2864;1.0214;0.98093;0.87917
16.15;0.94832;0.98167;0.99382;0.97671;1.4027;1.0321;0.98524;0.87446
16.2;0.97684;0.9823;0.99466;0.97664;1.4446;1.0082;1.0154;0.86538
16.25;0.99493;0.98271;0.99505;0.97666;1.4594;0.99069;1.0484;0.85355
16.3;0.99489;0.98341;0.9948;0.97698;1.395;0.94977;1.0991;0.84236
16.35;0.9941;0.98462;0.99416;0.97741;1.2662;0.955;1.1283;0.84404
16.4;1.0038;0.9859;0.99346;0.97773;1.1989;1.0139;1.1359;0.85873
16.45;1.0121;0.98696;0.99295;0.97804;1.161;1.0077;1.1321;0.88453
16.5;1.0144;0.98721;0.9928;0.97856;1.1347;0.98368;1.1272;0.91389
16.55;1.0115;0.98627;0.99324;0.97943;1.1901;0.97088;1.1229;0.93727
16.6;1.0047;0.98475;0.99435;0.98055;1.2641;0.92299;1.1201;0.95544
16.65;1.0045;0.98331;0.99579;0.98177;1.2802;0.89069;1.1166;0.96646
16.7;1.0005;0.98269;0.99682;0.98301;1.2505;0.88461;1.1227;0.97814
16.75;0.9905;0.98366;0.99718;0.9843;1.2016;0.89019;1.1328;0.98619
16.8;0.97916;0.9865;0.99706;0.98549;1.0584;1.0349;1.1436;0.99129
16.85;0.9704;0.98993;0.99665;0.98635;0.90275;1.3131;1.1376;0.99588
16.9;0.97881;0.99253;0.99592;0.98676;0.88625;1.3725;1.1015;1.0067
16.95;1.0137;0.99392;0.99497;0.98689;0.9464;1.4441;1.0685;1.0264
17;1.0224;0.9945;0.99424;0.98703;0.93182;1.4804;1.069;1.0487
17.05;1.0162;0.99457;0.99415;0.98741;0.81084;1.4513;1.0706;1.065
17.1;1.006;0.99411;0.99471;0.98808;0.53666;1.3424;1.0276;1.0667
17.15;1.0007;0.9934;0.99571;0.98889;1.1106;1.1222;1.0246;1.0576
17.2;0.99731;0.99285;0.9969;0.98965;1.2413;0.98665;1.0122;1.0527
17.25;0.99374;0.99276;0.99801;0.99023;1.0979;0.94053;0.97634;1.0475
17.3;0.99111;0.99297;0.99887;0.99057;1.0225;0.93811;1.009;1.0395
17.35;0.99006;0.99343;0.99939;0.99064;1.1627;0.94091;1.0327;1.0296
17.4;0.98446;0.99422;0.99954;0.99039;1.1954;0.9628;1.0412;1.0154
17.45;0.98707;0.99524;0.9993;0.98982;1.156;1.0072;1.0505;0.99143
17.5;0.99664;0.99652;0.99876;0.98924;1.0793;1.0361;1.0533;0.96218
17.55;1.0003;0.9978;0.99809;0.98904;1.0352;1.034;1.0511;0.93969
17.6;1.005;0.99908;0.99766;0.98942;1.0252;1.0201;1.0515;0.92861
17.65;1.0151;0.99962;0.99779;0.99043;1.0236;1.0214;1.0437;0.92614
